first_name,last_name,Club,Position,Height,Nationality,Flag,Date of Birth,image_url,Appearances,Clean sheets,Goals Conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
Jay,Turner-Cooke,,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,31/12/2003,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Ed,Turns,,Defender,,Wales,https://resources.premierleague.com/premierleague/flags/GB-WLS.png,18/10/2002,https://resources.premierleague.com/premierleague/photos/players/250x250/p448496.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Scott,Twine,,Midfielder,174cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,14/07/1999,https://resources.premierleague.com/premierleague/photos/players/250x250/p226473.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Destiny,Udogie,Tottenham Hotspur,Defender,186cm,Italy,https://resources.premierleague.com/premierleague/flags/IT.png,28/11/2002  (21),https://resources.premierleague.com/premierleague/photos/players/250x250/p487053.png,21,1,29,60,48%,1,2,28,55,31,0,129,122,111,17,18,19,0,2,3,848,40.38,3,15,0%,0,5,5,1,37,3,2,0,0,2,0,,,,,,,,,,,,,,,
Lesley,Ugochukwu,Chelsea,Midfielder,188cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,26/03/2004  (19),https://resources.premierleague.com/premierleague/photos/players/250x250/p503714.png,10,,,12,75%,,0,1,3,1,,10,25,14,3,8,2,,0,0,167,16.70,0,0,0%,0,3,2,0,4,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Franco,Umeh-Chibueze,Crystal Palace,Forward,,Ireland,https://resources.premierleague.com/premierleague/flags/IE.png,26/01/2005  (19),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Enes,Ünal,Bournemouth,Forward,187cm,Turkey,https://resources.premierleague.com/premierleague/flags/TR.png,10/05/1997  (26),https://resources.premierleague.com/premierleague/photos/players/250x250/p168636.png,3,,,0,,,3,0,0,0,,,,,,,,,,0,8,2.67,0,0,,,,0,0,1,2,0,0,0,0,0,0.00,0,0,4,0,0%,1,,,,,,,,
Deniz,Undav,,Forward,179cm,Germany,https://resources.premierleague.com/premierleague/flags/DE.png,19/07/1996,https://resources.premierleague.com/premierleague/photos/players/250x250/p450434.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Hákon,Valdimarsson,Brentford,Goalkeeper,188cm,Iceland,https://resources.premierleague.com/premierleague/flags/IS.png,13/10/2001  (22),https://resources.premierleague.com/premierleague/photos/players/250x250/p507433.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Harvey,Vale,,Midfielder,181cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,11/09/2003,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Joel,Valencia,,Forward,164cm,Ecuador,https://resources.premierleague.com/premierleague/flags/EC.png,16/11/1994,https://resources.premierleague.com/premierleague/photos/players/250x250/p105518.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Donny,van de Beek,,Midfielder,184cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,18/04/1997,https://resources.premierleague.com/premierleague/photos/players/250x250/p180184.png,1,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,1,1.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
Micky,van de Ven,Tottenham Hotspur,Defender,193cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,19/04/2001  (22),https://resources.premierleague.com/premierleague/photos/players/250x250/p491279.png,16,4,19,27,70%,1,0,12,48,23,0,94,68,48,8,22,23,0,0,0,"1,059",66.19,0,0,0%,0,22,1,0,7,0,1,0,0,1,0,,,,,,,,,,,,,,,
Sepp,van den Berg,,Defender,189cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,20/12/2001,https://resources.premierleague.com/premierleague/photos/players/250x250/p444765.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Virgil,van Dijk,Liverpool,Defender,195cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,08/07/1991  (32),https://resources.premierleague.com/premierleague/photos/players/250x250/p97032.png,24,7,24,27,48%,1,6,29,106,55,0,126,145,39,1,109,21,0,0,2,"1,856",77.33,3,0,0%,0,110,1,1,14,0,2,1,1,0,2,,,,,,,,,,,,,,,
Jan,Paul van Hecke,Brighton &amp; Hove Albion,Defender,189cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,08/06/2000  (23),https://resources.premierleague.com/premierleague/photos/players/250x250/p469142.png,21,3,25,34,59%,1,3,23,62,35,0,105,107,52,3,55,27,0,1,0,"1,875",89.29,0,3,33%,2,61,3,0,7,0,0,0,0,0,1,,,,,,,,,,,,,,,
Raphaël,Varane,Manchester United,Defender,191cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,25/04/1993  (30),https://resources.premierleague.com/premierleague/photos/players/250x250/p90152.png,17,2,18,15,60%,0,2,12,70,36,0,56,37,17,1,19,5,0,0,0,613,36.06,0,0,0%,1,22,1,0,6,2,1,1,0,0,0,,,,,,,,,,,,,,,
Alejo,Véliz,,Forward,186cm,Argentina,https://resources.premierleague.com/premierleague/flags/AR.png,19/09/2003,https://resources.premierleague.com/premierleague/photos/players/250x250/p536908.png,8,,,1,,,1,0,0,0,,,,,,,,,,0,10,1.25,0,0,,,,1,0,0,3,1,0,1,0,0,0.13,0,0,2,1,50%,0,,,,,,,,
Joël,Veltman,Brighton &amp; Hove Albion,Defender,184cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,15/01/1992  (32),https://resources.premierleague.com/premierleague/photos/players/250x250/p111478.png,18,0,22,28,82%,0,0,12,33,15,0,48,69,47,1,14,16,0,1,1,522,29.00,1,6,0%,1,22,1,0,12,0,0,0,0,0,0,,,,,,,,,,,,,,,
Bart,Verbruggen,Brighton &amp; Hove Albion,Goalkeeper,193cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,18/08/2002  (21),https://resources.premierleague.com/premierleague/photos/players/250x250/p489639.png,12,1,16,,,,,,,,,,,,,,,0,2,0,440,36.67,,,,,47,2,0,0,,0,,,,,,,,,,,,32,0,2,9,3,3,70,46
Guglielmo,Vicario,Tottenham Hotspur,Goalkeeper,194cm,Italy,https://resources.premierleague.com/premierleague/flags/IT.png,07/10/1996  (27),https://resources.premierleague.com/premierleague/photos/players/250x250/p184254.png,25,5,38,,,,,,,,,,,,,,,0,0,0,914,36.56,,,,,65,2,0,0,,0,,,,,,,,,,,,77,0,8,23,1,24,144,156
Lawrence,Vigouroux,Burnley,Goalkeeper,194cm,Chile,https://resources.premierleague.com/premierleague/flags/CL.png,19/11/1993  (30),https://resources.premierleague.com/premierleague/photos/players/250x250/p133085.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Matías,Viña,,Defender,175cm,Uruguay,https://resources.premierleague.com/premierleague/flags/UY.png,09/11/1997,https://resources.premierleague.com/premierleague/photos/players/250x250/p244704.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Vinicius,Souza,Sheffield United,Midfielder,187cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,17/06/1999  (24),https://resources.premierleague.com/premierleague/photos/players/250x250/p424001.png,25,,,98,62%,,3,27,54,39,,121,178,112,14,57,34,,0,0,765,30.60,0,9,22%,0,31,2,0,33,1,1,0,1,0,0,0.04,0,0,10,4,40%,0,,,,,,,,
Radek,Vítek,,Goalkeeper,198cm,Czech Republic,https://resources.premierleague.com/premierleague/flags/CZ.png,24/10/2003,https://resources.premierleague.com/premierleague/photos/players/250x250/p477733.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
,Vitinho,Burnley,Defender,175cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,23/07/1999  (24),https://resources.premierleague.com/premierleague/photos/players/250x250/p441455.png,20,2,30,44,48%,0,4,10,27,10,0,65,90,82,18,14,10,0,1,0,515,25.75,0,36,6%,1,17,0,0,18,1,0,0,0,0,0,,,,,,,,,,,,,,,
Odysseas,Vlachodimos,Nottingham Forest,Goalkeeper,188cm,Greece,https://resources.premierleague.com/premierleague/flags/GR.png,26/04/1994  (29),https://resources.premierleague.com/premierleague/photos/players/250x250/p111452.png,5,1,12,,,,,,,,,,,,,,,0,0,0,153,30.60,,,,,33,0,0,0,,0,,,,,,,,,,,,10,0,4,2,0,0,21,44
Nikola,Vlasic,,Midfielder,178cm,Croatia,https://resources.premierleague.com/premierleague/flags/HR.png,04/10/1997,https://resources.premierleague.com/premierleague/photos/players/250x250/p180151.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Jack,Wadham,,Midfielder,183cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,25/02/2003,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Ethan,Wady,,Goalkeeper,,United States,https://resources.premierleague.com/premierleague/flags/US.png,23/01/2002,https://resources.premierleague.com/premierleague/photos/players/250x250/p447107.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Kyle,Walker,Manchester City,Defender,178cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,28/05/1990  (33),https://resources.premierleague.com/premierleague/photos/players/250x250/p58621.png,24,4,25,24,58%,0,6,18,28,16,0,119,77,63,17,21,13,0,0,2,"1,627",67.79,5,54,30%,6,66,2,0,21,6,0,0,0,0,0,,,,,,,,,,,,,,,
Reuell,Walters,Arsenal U19,Defender,183cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,16/12/2004  (19),https://resources.premierleague.com/premierleague/photos/players/250x250/p535262.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Jack,Walton,,Goalkeeper,184cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,23/04/1998,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Aaron,Wan-Bissaka,Manchester United,Defender,183cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,26/11/1997  (26),https://resources.premierleague.com/premierleague/photos/players/250x250/p214590.png,12,2,15,25,76%,0,1,20,30,10,0,57,46,32,10,7,8,0,0,1,452,37.67,1,5,20%,0,7,3,0,11,0,0,0,0,0,0,,,,,,,,,,,,,,,
Joel,Ward,Crystal Palace,Defender,188cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,29/10/1989  (34),https://resources.premierleague.com/premierleague/photos/players/250x250/p55494.png,18,4,24,33,61%,0,3,8,55,34,0,68,81,75,6,37,38,1,0,1,627,34.83,0,19,16%,1,30,4,0,16,0,0,0,0,0,0,,,,,,,,,,,,,,,
James,Ward-Prowse,West Ham United,Midfielder,173cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,01/11/1994  (29),https://resources.premierleague.com/premierleague/photos/players/250x250/p101178.png,25,,,32,69%,,9,28,36,19,,113,75,74,9,19,27,,0,6,"1,102",44.08,8,152,32%,2,36,4,0,18,0,5,1,3,1,1,0.20,2,0,31,13,42%,0,,,,,,,,
Ollie,Watkins,Aston Villa,Forward,180cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,30/12/1995  (28),https://resources.premierleague.com/premierleague/photos/players/250x250/p178301.png,26,,,8,,,18,3,17,13,,,,,,,,,,10,410,15.77,9,7,,,,4,0,17,10,14,2,8,4,3,0.54,0,0,80,35,44%,17,,,,,,,,
Louie,Watson,,Midfielder,,Ireland,https://resources.premierleague.com/premierleague/flags/IE.png,07/06/2001,https://resources.premierleague.com/premierleague/photos/players/250x250/p223333.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Kelland,Watts,,Defender,192cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,03/11/1999,https://resources.premierleague.com/premierleague/photos/players/250x250/p232977.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Adam,Webster,Brighton &amp; Hove Albion,Defender,191cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,04/01/1995  (29),https://resources.premierleague.com/premierleague/photos/players/250x250/p110735.png,9,0,13,10,100%,0,1,7,28,16,0,40,29,23,0,18,7,1,1,0,692,76.89,0,1,0%,1,22,2,0,5,0,0,0,0,0,0,,,,,,,,,,,,,,,
Wout,Weghorst,,Forward,197cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,07/08/1992,https://resources.premierleague.com/premierleague/photos/players/250x250/p120202.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Jensen,Weir,,Midfielder,186cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,31/01/2002,https://resources.premierleague.com/premierleague/photos/players/250x250/p440241.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Danny,Welbeck,Brighton &amp; Hove Albion,Forward,185cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,26/11/1990  (33),https://resources.premierleague.com/premierleague/photos/players/250x250/p50175.png,18,,,17,,,7,5,14,9,,,,,,,,,,1,299,16.61,3,2,,,,2,0,8,5,3,1,0,2,1,0.17,0,0,28,12,43%,7,,,,,,,,
Reece,Welch,,Defender,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,19/09/2003,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Jack,Wells-Morrison,Crystal Palace,Midfielder,180cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,18/02/2004  (20),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Timo,Werner,Tottenham Hotspur,Forward,180cm,Germany,https://resources.premierleague.com/premierleague/flags/DE.png,06/03/1996  (27),https://resources.premierleague.com/premierleague/photos/players/250x250/p165153.png,5,,,3,,,6,3,0,0,,,,,,,,,,2,138,27.60,1,12,,,,0,0,1,5,0,0,0,0,1,0.00,0,0,12,1,8%,1,,,,,,,,
,Wesley,,Forward,191cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,24/11/1996,https://resources.premierleague.com/premierleague/photos/players/250x250/p213345.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Adam,Wharton,Crystal Palace,Midfielder,182cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,02/06/2004  (19),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,4,,,14,86%,,0,6,5,3,,18,23,21,0,3,5,,1,0,125,31.25,1,17,41%,1,7,1,0,4,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
Ben,White,Arsenal,Defender,186cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,08/10/1997  (26),https://resources.premierleague.com/premierleague/photos/players/250x250/p198869.png,25,6,22,30,63%,0,1,23,43,21,0,78,68,52,6,24,13,0,0,2,"1,339",53.56,3,38,21%,5,40,5,0,12,5,1,1,0,0,0,,,,,,,,,,,,,,,
Alfie,Whiteman,Tottenham Hotspur,Goalkeeper,189cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,02/10/1998  (25),https://resources.premierleague.com/premierleague/photos/players/250x250/p175941.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Matthew,Whittingham,Wolverhampton Wanderers,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,21/10/2004  (19),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Joe,Whitworth,Crystal Palace,Goalkeeper,179cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,29/02/2004  (19),https://resources.premierleague.com/premierleague/photos/players/250x250/p487818.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
George,Wickens,,Goalkeeper,183cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,08/11/2001,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Dylan,Williams,Chelsea,Defender,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,13/09/2003  (20),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
,Willian,Fulham,Forward,175cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,09/08/1988  (35),https://resources.premierleague.com/premierleague/photos/players/250x250/p47431.png,21,,,8,,,13,8,8,5,,,,,,,,,,2,735,35.00,4,47,,,,1,0,8,1,4,0,4,0,0,0.19,2,0,37,16,43%,3,,,,,,,,
Joe,Willock,Newcastle United,Midfielder,179cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,20/08/1999  (24),https://resources.premierleague.com/premierleague/photos/players/250x250/p200089.png,4,,,4,50%,,0,0,1,1,,12,9,9,4,0,0,,0,0,58,14.50,0,2,50%,0,4,0,0,0,0,1,1,0,0,0,0.25,0,0,2,2,100%,0,,,,,,,,
Harry,Wilson,Fulham,Midfielder,173cm,Wales,https://resources.premierleague.com/premierleague/flags/GB-WLS.png,22/03/1997  (26),https://resources.premierleague.com/premierleague/photos/players/250x250/p153682.png,24,,,18,61%,,7,8,7,4,,60,64,51,12,2,4,,0,3,437,18.21,4,25,28%,3,21,6,0,15,2,2,0,0,2,1,0.08,0,0,26,9,35%,1,,,,,,,,
Josh,Wilson-Esbrand,,Defender,176cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,26/12/2002,https://resources.premierleague.com/premierleague/photos/players/250x250/p447880.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Harry,Winks,,Midfielder,178cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,02/02/1996,https://resources.premierleague.com/premierleague/photos/players/250x250/p157668.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Yoane,Wissa,Brentford,Midfielder,176cm,DR Congo,https://resources.premierleague.com/premierleague/flags/CD.png,03/09/1996  (27),https://resources.premierleague.com/premierleague/photos/players/250x250/p216646.png,22,,,18,67%,,13,6,8,7,,69,95,97,14,27,39,,0,1,288,13.09,4,12,33%,2,5,3,0,22,14,5,0,3,2,1,0.23,0,0,44,16,36%,8,,,,,,,,
Chris,Wood,Nottingham Forest,Forward,191cm,New Zealand,https://resources.premierleague.com/premierleague/flags/NZ.png,07/12/1991  (32),https://resources.premierleague.com/premierleague/photos/players/250x250/p60689.png,20,,,2,,,4,1,19,14,,,,,,,,,,1,223,11.15,1,2,,,,0,0,13,2,8,4,0,4,0,0.40,0,0,22,12,55%,2,,,,,,,,
Cauley,Woodrow,Luton Town,Forward,184cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,02/12/1994  (29),https://resources.premierleague.com/premierleague/photos/players/250x250/p91046.png,13,,,10,,,4,0,5,4,,,,,,,,,,0,79,6.08,0,4,,,,2,0,6,1,0,0,0,0,0,0.00,0,0,9,2,22%,0,,,,,,,,
Tom,Wooster,,Goalkeeper,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,30/03/2005,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Joe,Worrall,,Defender,193cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,10/01/1997,https://resources.premierleague.com/premierleague/photos/players/250x250/p208912.png,7,1,8,7,71%,0,0,3,31,16,0,18,21,16,0,12,10,0,0,0,161,23.00,0,0,0%,0,12,0,1,3,0,0,0,0,0,0,,,,,,,,,,,,,,,
James,Wright,Aston Villa,Goalkeeper,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,02/12/2004  (19),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Granit,Xhaka,,Midfielder,186cm,Switzerland,https://resources.premierleague.com/premierleague/flags/CH.png,27/09/1992,https://resources.premierleague.com/premierleague/photos/players/250x250/p84450.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Yan,Couto,,Defender,168cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,03/06/2002,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Yehor,Yarmoliuk,Brentford,Midfielder,180cm,Ukraine,https://resources.premierleague.com/premierleague/flags/UA.png,01/03/2004  (19),https://resources.premierleague.com/premierleague/photos/players/250x250/p508395.png,15,,,10,80%,,1,2,3,1,,24,30,24,11,5,6,,0,0,162,10.80,0,9,0%,0,5,2,0,7,0,0,0,0,0,0,0.00,0,0,6,3,50%,2,,,,,,,,
Ryan,Yates,Nottingham Forest,Midfielder,190cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,21/11/1997  (26),https://resources.premierleague.com/premierleague/photos/players/250x250/p204968.png,23,,,44,59%,,7,12,26,9,,66,113,88,3,31,29,,0,0,475,20.65,1,4,25%,1,17,4,0,38,2,0,0,0,0,0,0.00,0,0,17,4,24%,2,,,,,,,,
Ashley,Young,Everton,Defender,175cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,09/07/1985  (38),https://resources.premierleague.com/premierleague/photos/players/250x250/p18892.png,20,3,21,29,69%,0,4,16,30,13,1,87,67,72,7,13,13,1,2,0,522,26.10,2,82,28%,2,29,4,1,24,1,0,0,0,0,0,,,,,,,,,,,,,,,
Nathan,Young-Coombes,,Forward,175cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,15/01/2003,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Youssef,Chermiti,Everton,Forward,192cm,Portugal,https://resources.premierleague.com/premierleague/flags/PT.png,24/05/2004  (19),https://resources.premierleague.com/premierleague/photos/players/250x250/p491012.png,9,,,0,,,1,0,0,0,,,,,,,,,,0,19,2.11,1,0,,,,1,0,2,2,0,0,0,0,0,0.00,0,0,4,1,25%,1,,,,,,,,
