first_name,last_name,Club,Position,Height,Nationality,Flag,Date of Birth,Appearances,image_url,Clean sheets,Goals Conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
Virgil,van Dijk,Liverpool,Defender,195cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,08/07/1991  (32),252,https://resources.premierleague.com/premierleague/photos/players/250x250/p97032.png,100,234,257,65%,6,47,373,"1,277",697,4,"1,342","1,518",552,50,"1,108",362,0,5,7,"17,857",70.86,19,4,25%,18,"1,182",16,2,128,8,22,16,2,4,15,,,,,,,,,,,,,,,
Jan,Paul van Hecke,Brighton &amp; Hove Albion,Defender,189cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,08/06/2000  (23),29,https://resources.premierleague.com/premierleague/photos/players/250x250/p469142.png,3,32,42,62%,1,3,29,71,39,1,120,125,73,3,61,43,0,1,0,"2,121",73.14,0,3,33%,2,67,5,0,14,0,0,0,0,0,1,,,,,,,,,,,,,,,
Raphaël,Varane,Manchester United,Defender,191cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,25/04/1993  (30),63,https://resources.premierleague.com/premierleague/photos/players/250x250/p90152.png,15,62,67,55%,0,7,41,237,143,0,234,204,98,9,117,41,1,0,1,"2,863",45.44,1,2,0%,3,156,2,0,23,4,2,1,1,0,0,,,,,,,,,,,,,,,
Alejo,Véliz,,Forward,186cm,Argentina,https://resources.premierleague.com/premierleague/flags/AR.png,19/09/2003,8,https://resources.premierleague.com/premierleague/photos/players/250x250/p536908.png,,,1,,,1,0,0,0,,,,,,,,,,0,10,1.25,0,0,,,,1,0,0,3,1,0,1,0,0,0.13,0,0,2,1,50%,0,,,,,,,,
Joël,Veltman,Brighton &amp; Hove Albion,Defender,184cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,15/01/1992  (32),111,https://resources.premierleague.com/premierleague/photos/players/250x250/p111478.png,21,117,231,59%,1,12,109,227,105,0,495,549,377,40,139,101,0,1,4,"4,652",41.91,8,134,25%,5,202,16,0,112,0,3,0,1,1,0,,,,,,,,,,,,,,,
Bart,Verbruggen,Brighton &amp; Hove Albion,Goalkeeper,193cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,18/08/2002  (21),12,https://resources.premierleague.com/premierleague/photos/players/250x250/p489639.png,1,16,,,,,,,,,,,,,,,0,2,0,440,36.67,,,,,47,2,0,0,,0,,,,,,,,,,,,32,0,2,9,3,3,70,46
Guglielmo,Vicario,Tottenham Hotspur,Goalkeeper,194cm,Italy,https://resources.premierleague.com/premierleague/flags/IT.png,07/10/1996  (27),25,https://resources.premierleague.com/premierleague/photos/players/250x250/p184254.png,5,38,,,,,,,,,,,,,,,0,0,0,914,36.56,,,,,65,2,0,0,,0,,,,,,,,,,,,77,0,8,23,1,24,144,156
Lawrence,Vigouroux,Burnley,Goalkeeper,194cm,Chile,https://resources.premierleague.com/premierleague/flags/CL.png,19/11/1993  (30),0,https://resources.premierleague.com/premierleague/photos/players/250x250/p133085.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Matías,Viña,,Defender,175cm,Uruguay,https://resources.premierleague.com/premierleague/flags/UY.png,09/11/1997,12,https://resources.premierleague.com/premierleague/photos/players/250x250/p244704.png,1,10,19,58%,0,1,4,17,7,0,28,44,46,10,4,7,0,0,0,145,12.08,0,4,0%,0,4,1,0,7,0,2,0,1,1,0,,,,,,,,,,,,,,,
Vinicius,Souza,Sheffield United,Midfielder,187cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,17/06/1999  (24),25,https://resources.premierleague.com/premierleague/photos/players/250x250/p424001.png,,,98,62%,,3,27,54,39,,121,178,112,14,57,34,,0,0,765,30.60,0,9,22%,0,31,2,0,33,1,1,0,1,0,0,0.04,0,0,10,4,40%,0,,,,,,,,
Radek,Vítek,,Goalkeeper,198cm,Czech Republic,https://resources.premierleague.com/premierleague/flags/CZ.png,24/10/2003,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p477733.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
,Vitinho,Burnley,Defender,175cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,23/07/1999  (24),20,https://resources.premierleague.com/premierleague/photos/players/250x250/p441455.png,2,30,44,48%,0,4,10,27,10,0,65,90,82,18,14,10,0,1,0,515,25.75,0,36,6%,1,17,0,0,18,1,0,0,0,0,0,,,,,,,,,,,,,,,
Odysseas,Vlachodimos,Nottingham Forest,Goalkeeper,188cm,Greece,https://resources.premierleague.com/premierleague/flags/GR.png,26/04/1994  (29),5,https://resources.premierleague.com/premierleague/photos/players/250x250/p111452.png,1,12,,,,,,,,,,,,,,,0,0,0,153,30.60,,,,,33,0,0,0,,0,,,,,,,,,,,,10,0,4,2,0,0,21,44
Nikola,Vlasic,,Midfielder,178cm,Croatia,https://resources.premierleague.com/premierleague/flags/HR.png,04/10/1997,31,https://resources.premierleague.com/premierleague/photos/players/250x250/p180151.png,,,20,60%,,5,11,10,5,,69,75,93,22,10,21,,0,0,406,13.10,2,23,13%,2,5,0,0,15,4,1,0,1,0,0,0.03,0,0,12,4,33%,0,,,,,,,,
Jack,Wadham,,Midfielder,183cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,25/02/2003,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Ethan,Wady,,Goalkeeper,,United States,https://resources.premierleague.com/premierleague/flags/US.png,23/01/2002,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p447107.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Kyle,Walker,Manchester City,Defender,178cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,28/05/1990  (33),387,https://resources.premierleague.com/premierleague/photos/players/250x250/p58621.png,128,348,678,74%,4,68,562,906,401,4,"2,044","1,785","1,340",299,535,345,2,6,34,"22,195",57.35,35,901,17%,42,"1,197",52,1,307,30,8,0,7,1,3,,,,,,,,,,,,,,,
Reuell,Walters,Arsenal U19,Defender,183cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,16/12/2004  (19),0,https://resources.premierleague.com/premierleague/photos/players/250x250/p535262.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Jack,Walton,,Goalkeeper,184cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,23/04/1998,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Aaron,Wan-Bissaka,Manchester United,Defender,183cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,26/11/1997  (26),162,https://resources.premierleague.com/premierleague/photos/players/250x250/p214590.png,50,185,489,66%,2,19,303,379,171,2,861,938,607,225,153,169,0,0,12,"6,918",42.70,13,293,19%,5,140,23,1,114,5,2,0,2,0,0,,,,,,,,,,,,,,,
Joel,Ward,Crystal Palace,Defender,188cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,29/10/1989  (34),299,https://resources.premierleague.com/premierleague/photos/players/250x250/p55494.png,71,412,650,76%,2,35,469,"1,091",628,4,"1,459","1,672","1,187",147,599,402,2,3,7,"10,296",34.43,11,532,17%,4,519,50,0,299,6,5,2,1,2,3,,,,,,,,,,,,,,,
James,Ward-Prowse,West Ham United,Midfielder,173cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,01/11/1994  (29),367,https://resources.premierleague.com/premierleague/photos/players/250x250/p101178.png,,,470,63%,,114,352,420,211,,"1,782","1,068","1,398",94,312,474,,1,44,"14,061",38.31,63,"2,042",26%,27,535,46,2,310,5,54,2,47,5,11,0.15,15,17,415,179,43%,17,,,,,,,,
Ollie,Watkins,Aston Villa,Forward,180cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,30/12/1995  (28),135,https://resources.premierleague.com/premierleague/photos/players/250x250/p178301.png,,,73,,,85,32,104,82,,,,,,,,,,23,"2,439",18.07,25,53,,,,17,1,123,75,54,9,33,12,17,0.40,3,0,340,159,47%,60,,,,,,,,
Louie,Watson,,Midfielder,,Ireland,https://resources.premierleague.com/premierleague/flags/IE.png,07/06/2001,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p223333.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Kelland,Watts,,Defender,192cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,03/11/1999,1,https://resources.premierleague.com/premierleague/photos/players/250x250/p232977.png,0,1,1,0%,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Adam,Webster,Brighton &amp; Hove Albion,Defender,191cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,04/01/1995  (29),118,https://resources.premierleague.com/premierleague/photos/players/250x250/p110735.png,26,139,117,54%,2,10,135,332,187,0,594,524,317,44,322,169,3,3,1,"7,238",61.34,3,16,25%,5,386,17,0,68,2,6,4,1,1,3,,,,,,,,,,,,,,,
Wout,Weghorst,,Forward,197cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,07/08/1992,37,https://resources.premierleague.com/premierleague/photos/players/250x250/p120202.png,,,28,,,8,13,22,15,,,,,,,,,,4,633,17.11,3,4,,,,4,0,44,14,2,1,1,0,2,0.05,0,0,44,14,32%,9,,,,,,,,
Jensen,Weir,,Midfielder,186cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,31/01/2002,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p440241.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Danny,Welbeck,Brighton &amp; Hove Albion,Forward,185cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,26/11/1990  (33),322,https://resources.premierleague.com/premierleague/photos/players/250x250/p50175.png,,,298,,,133,177,176,106,,,,,,,,,,27,"5,193",16.13,40,44,,,,15,0,190,56,65,21,28,16,12,0.20,0,0,552,222,40%,90,,,,,,,,
Reece,Welch,,Defender,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,19/09/2003,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Jack,Wells-Morrison,Crystal Palace,Midfielder,180cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,18/02/2004  (20),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Timo,Werner,Tottenham Hotspur,Forward,180cm,Germany,https://resources.premierleague.com/premierleague/flags/DE.png,06/03/1996  (27),61,https://resources.premierleague.com/premierleague/photos/players/250x250/p165153.png,,,31,,,43,13,10,3,,,,,,,,,,11,"1,289",21.13,11,70,,,,3,0,40,43,10,1,7,2,9,0.16,0,0,136,49,36%,24,,,,,,,,
,Wesley,,Forward,191cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,24/11/1996,25,https://resources.premierleague.com/premierleague/photos/players/250x250/p213345.png,,,15,,,8,4,23,18,,,,,,,,,,1,373,14.92,1,7,,,,3,0,44,14,5,0,5,0,1,0.20,0,0,36,19,53%,5,,,,,,,,
Adam,Wharton,Crystal Palace,Midfielder,182cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,02/06/2004  (19),4,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,14,86%,,0,6,5,3,,18,23,21,0,3,5,,1,0,125,31.25,1,17,41%,1,7,1,0,4,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
Ben,White,Arsenal,Defender,186cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,08/10/1997  (26),131,https://resources.premierleague.com/premierleague/photos/players/250x250/p198869.png,39,136,183,54%,2,13,149,269,151,0,577,471,398,48,168,144,1,0,7,"6,847",52.27,11,117,21%,17,272,16,1,89,7,3,1,2,0,0,,,,,,,,,,,,,,,
Alfie,Whiteman,Tottenham Hotspur,Goalkeeper,189cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,02/10/1998  (25),0,https://resources.premierleague.com/premierleague/photos/players/250x250/p175941.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Matthew,Whittingham,Wolverhampton Wanderers,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,21/10/2004  (19),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Joe,Whitworth,Crystal Palace,Goalkeeper,179cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,29/02/2004  (19),2,https://resources.premierleague.com/premierleague/photos/players/250x250/p487818.png,0,5,,,,,,,,,,,,,,,0,0,0,75,37.50,,,,,13,0,0,0,,0,,,,,,,,,,,,5,0,0,1,0,1,8,15
George,Wickens,,Goalkeeper,183cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,08/11/2001,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Dylan,Williams,Chelsea,Defender,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,13/09/2003  (20),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
,Willian,Fulham,Forward,175cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,09/08/1988  (35),307,https://resources.premierleague.com/premierleague/photos/players/250x250/p47431.png,,,279,,,144,125,74,38,,,,,,,,,,45,"10,479",34.13,67,"1,214",,,,24,1,154,42,47,1,41,5,18,0.15,7,6,489,181,37%,25,,,,,,,,
Joe,Willock,Newcastle United,Midfielder,179cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,20/08/1999  (24),122,https://resources.premierleague.com/premierleague/photos/players/250x250/p200089.png,,,181,57%,,38,72,44,17,,404,450,505,124,60,80,,0,7,"2,202",18.05,13,97,23%,8,81,4,0,97,3,15,4,8,3,0,0.12,0,0,136,48,35%,15,,,,,,,,
Harry,Wilson,Fulham,Midfielder,173cm,Wales,https://resources.premierleague.com/premierleague/flags/GB-WLS.png,22/03/1997  (26),84,https://resources.premierleague.com/premierleague/photos/players/250x250/p153682.png,,,62,60%,,38,25,30,16,,199,220,203,41,12,38,,0,6,"1,388",16.52,10,82,17%,10,85,9,0,38,5,11,0,0,11,3,0.13,0,2,100,33,33%,4,,,,,,,,
Josh,Wilson-Esbrand,,Defender,176cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,26/12/2002,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p447880.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Harry,Winks,,Midfielder,178cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,02/02/1996,128,https://resources.premierleague.com/premierleague/photos/players/250x250/p157668.png,,,118,64%,,11,100,82,30,,495,303,306,63,42,41,,0,3,"5,424",42.38,6,81,22%,19,252,21,0,80,2,2,1,1,0,2,0.02,0,0,39,8,21%,1,,,,,,,,
Yoane,Wissa,Brentford,Midfielder,176cm,DR Congo,https://resources.premierleague.com/premierleague/flags/CD.png,03/09/1996  (27),89,https://resources.premierleague.com/premierleague/photos/players/250x250/p216646.png,,,47,64%,,22,20,27,17,,195,254,261,53,71,96,,0,5,880,9.89,7,35,14%,8,19,6,0,51,39,18,4,9,5,2,0.20,0,0,107,43,40%,13,,,,,,,,
Chris,Wood,Nottingham Forest,Forward,191cm,New Zealand,https://resources.premierleague.com/premierleague/flags/NZ.png,07/12/1991  (32),216,https://resources.premierleague.com/premierleague/photos/players/250x250/p60689.png,,,55,,,54,13,122,88,,,,,,,,,,8,"3,198",14.81,12,41,,,,5,0,173,175,63,22,26,14,10,0.29,5,0,324,154,48%,67,,,,,,,,
Cauley,Woodrow,Luton Town,Forward,184cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,02/12/1994  (29),19,https://resources.premierleague.com/premierleague/photos/players/250x250/p91046.png,,,14,,,8,1,11,8,,,,,,,,,,0,243,12.79,0,10,,,,2,0,14,6,1,0,0,1,0,0.05,0,0,19,6,32%,0,,,,,,,,
Tom,Wooster,,Goalkeeper,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,30/03/2005,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Joe,Worrall,,Defender,193cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,10/01/1997,37,https://resources.premierleague.com/premierleague/photos/players/250x250/p208912.png,6,52,60,50%,1,0,29,139,69,2,141,136,91,3,67,43,0,0,0,"1,252",33.84,1,4,0%,0,97,6,1,30,0,1,1,0,0,0,,,,,,,,,,,,,,,
James,Wright,Aston Villa,Goalkeeper,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,02/12/2004  (19),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Granit,Xhaka,,Midfielder,186cm,Switzerland,https://resources.premierleague.com/premierleague/flags/CH.png,27/09/1992,225,https://resources.premierleague.com/premierleague/photos/players/250x250/p84450.png,,,368,64%,,71,192,311,183,,"1,379",997,946,112,282,266,,8,24,"14,865",66.07,22,349,24%,51,907,57,4,289,10,17,2,1,14,3,0.08,0,3,228,67,29%,4,,,,,,,,
Yan,Couto,,Defender,168cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,03/06/2002,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Yehor,Yarmoliuk,Brentford,Midfielder,180cm,Ukraine,https://resources.premierleague.com/premierleague/flags/UA.png,01/03/2004  (19),15,https://resources.premierleague.com/premierleague/photos/players/250x250/p508395.png,,,10,80%,,1,2,3,1,,24,30,24,11,5,6,,0,0,162,10.80,0,9,0%,0,5,2,0,7,0,0,0,0,0,0,0.00,0,0,6,3,50%,2,,,,,,,,
Ryan,Yates,Nottingham Forest,Midfielder,190cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,21/11/1997  (26),49,https://resources.premierleague.com/premierleague/photos/players/250x250/p204968.png,,,82,55%,,14,22,70,36,,177,238,182,8,62,50,,0,2,"1,052",21.47,3,12,17%,1,42,9,0,88,3,0,0,0,0,0,0.00,0,0,43,9,21%,3,,,,,,,,
Ashley,Young,Everton,Defender,175cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,09/07/1985  (38),442,https://resources.premierleague.com/premierleague/photos/players/250x250/p18892.png,91,459,629,69%,2,170,483,490,177,9,"1,783","1,873","1,909",342,182,202,2,2,71,"13,291",30.07,58,"2,852",23%,110,780,83,3,461,104,49,0,48,1,17,,,,,,,,,,,,,,,
Nathan,Young-Coombes,,Forward,175cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,15/01/2003,1,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Youssef,Chermiti,Everton,Forward,192cm,Portugal,https://resources.premierleague.com/premierleague/flags/PT.png,24/05/2004  (19),9,https://resources.premierleague.com/premierleague/photos/players/250x250/p491012.png,,,0,,,1,0,0,0,,,,,,,,,,0,19,2.11,1,0,,,,1,0,2,2,0,0,0,0,0,0.00,0,0,4,1,25%,1,,,,,,,,
Illia,Zabarnyi,Bournemouth,Defender,189cm,Ukraine,https://resources.premierleague.com/premierleague/flags/UA.png,01/09/2002  (21),30,https://resources.premierleague.com/premierleague/photos/players/250x250/p477580.png,5,52,45,60%,0,2,30,102,42,0,119,127,92,8,60,45,0,1,0,"1,440",48.00,0,0,0%,2,105,4,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,
Wilfried,Zaha,,Forward,180cm,Cote D’Ivoire,https://resources.premierleague.com/premierleague/flags/CI.png,10/11/1992,305,https://resources.premierleague.com/premierleague/photos/players/250x250/p82403.png,,,391,,,172,153,44,12,,,,,,,,,,29,"6,771",22.20,47,665,,,,48,2,387,136,68,2,54,12,15,0.22,7,0,525,190,36%,46,,,,,,,,
Denis,Zakaria,,Midfielder,189cm,Switzerland,https://resources.premierleague.com/premierleague/flags/CH.png,20/11/1996,7,https://resources.premierleague.com/premierleague/photos/players/250x250/p212701.png,,,9,56%,,1,3,8,1,,21,17,25,6,0,2,,0,0,178,25.43,0,1,0%,1,3,0,0,5,0,0,0,0,0,0,0.00,0,0,2,0,0%,0,,,,,,,,
Nicolò,Zaniolo,Aston Villa,Midfielder,190cm,Italy,https://resources.premierleague.com/premierleague/flags/IT.png,02/07/1999  (24),17,https://resources.premierleague.com/premierleague/photos/players/250x250/p245414.png,,,11,36%,,7,1,9,6,,26,41,86,9,5,13,,0,0,136,8.00,0,13,0%,0,2,5,0,19,0,1,1,0,0,0,0.06,0,0,19,5,26%,2,,,,,,,,
,Zanka,Brentford,Defender,191cm,Denmark,https://resources.premierleague.com/premierleague/flags/DK.png,23/04/1990  (33),93,https://resources.premierleague.com/premierleague/photos/players/250x250/p48760.png,18,127,136,60%,0,6,174,387,185,1,408,324,338,8,152,162,1,1,3,"3,580",38.49,3,19,21%,3,208,16,0,100,5,4,2,1,1,0,,,,,,,,,,,,,,,
Anass,Zaroury,,Forward,176cm,Morocco,https://resources.premierleague.com/premierleague/flags/MA.png,07/11/2000,6,https://resources.premierleague.com/premierleague/photos/players/250x250/p511783.png,,,1,,,1,0,1,0,,,,,,,,,,0,59,9.83,0,11,,,,0,1,4,0,0,0,0,0,0,0.00,0,0,3,1,33%,0,,,,,,,,
Jordan,Zemura,,Defender,173cm,Zimbabwe,https://resources.premierleague.com/premierleague/flags/ZW.png,14/11/1999,19,https://resources.premierleague.com/premierleague/photos/players/250x250/p447932.png,3,31,39,62%,0,1,16,26,12,0,78,78,78,18,7,11,0,0,1,457,24.05,3,18,33%,0,11,1,0,17,0,0,0,0,0,0,,,,,,,,,,,,,,,
Andi,Zeqiri,,Forward,185cm,Switzerland,https://resources.premierleague.com/premierleague/flags/CH.png,22/06/1999,9,https://resources.premierleague.com/premierleague/photos/players/250x250/p204676.png,,,3,,,3,0,2,1,,,,,,,,,,0,38,4.22,0,6,,,,0,0,2,0,0,0,0,0,0,0.00,0,0,7,2,29%,1,,,,,,,,
Zidane,Iqbal,,Midfielder,181cm,Iraq,https://resources.premierleague.com/premierleague/flags/IQ.png,27/04/2003,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Oleksandr,Zinchenko,Arsenal,Defender,175cm,Ukraine,https://resources.premierleague.com/premierleague/flags/UA.png,15/12/1996  (27),124,https://resources.premierleague.com/premierleague/photos/players/250x250/p206325.png,34,84,219,59%,0,37,116,124,82,1,597,483,373,46,185,124,0,3,11,"8,314",67.05,14,237,18%,20,251,7,1,68,8,2,0,0,2,0,,,,,,,,,,,,,,,
